URL,No,Bank,State,City,Branch,Street,BSB
https://www.thebsbnumbers.com/national-australia-bank/page/3/,123,National Australia Bank,NSW,Charlestown,CT 2627 Lake Macquarie Business Ctr,Suite 5 Level 1  6 Chapman St,082-501
https://www.thebsbnumbers.com/national-australia-bank/page/3/,124,National Australia Bank,NSW,Charlestown,CT 2638 Lake Macquarie BBC3,Suite 1 Level 1  6 Chapman St,082-653
https://www.thebsbnumbers.com/national-australia-bank/page/3/,125,National Australia Bank,NSW,Charlestown,CT 2748 LAM 20112-Ghost FSC,Shop 12  148 The Entrance Rd,082-636
https://www.thebsbnumbers.com/national-australia-bank/page/3/,126,National Australia Bank,NSW,Charlestown,CT 2748 Newcastle FSC PBRs,Level 1  244 Pacific Hwy,082-248
https://www.thebsbnumbers.com/national-australia-bank/page/3/,,,,,,,
https://www.thebsbnumbers.com/national-australia-bank/page/3/,127,National Australia Bank,NSW,Charlestown,Lake Macquarie BBC1,Suite 1 Level 1 6 Chapman Street,082-648
https://www.thebsbnumbers.com/national-australia-bank/page/3/,128,National Australia Bank,NSW,Charlestown,Lake Macquarie BBC2,Suite 1 Level 1 6 Chapman Street,082-651
https://www.thebsbnumbers.com/national-australia-bank/page/3/,129,National Australia Bank,NSW,Charlestown,Lake Macquarie District BBC,S1  Level 1  6 Chapman Street,082-638
https://www.thebsbnumbers.com/national-australia-bank/page/3/,130,National Australia Bank,NSW,Chatswood,Chatswood,300 Victoria Avenue,082-201
https://www.thebsbnumbers.com/national-australia-bank/page/3/,131,National Australia Bank,NSW,Chatswood,Chatswood Interchange,"Shops 50-52, 438 Victoria Ave",082-642
https://www.thebsbnumbers.com/national-australia-bank/page/3/,132,National Australia Bank,NSW,Chatswood,CT 2161 Northern District BBC4,Level 12 Tower B  799 Pacific Hwy,082-670
https://www.thebsbnumbers.com/national-australia-bank/page/3/,133,National Australia Bank,NSW,Chatswood,CT 2201 Chatswood FSC,Level 12  799 Pacific Hwy,082-213
https://www.thebsbnumbers.com/national-australia-bank/page/3/,134,National Australia Bank,NSW,Chatswood,CT 2201 Chatswood FSC PBRs,Level 1  475-495 Victoria Ave,082-428
https://www.thebsbnumbers.com/national-australia-bank/page/3/,135,National Australia Bank,NSW,Chatswood,CT 2404 AIM RFS North Shore,Level 1  475-495 Victoria Ave,082-224
https://www.thebsbnumbers.com/national-australia-bank/page/3/,136,National Australia Bank,NSW,Chatswood,CT 2525 Chatswood Private Banking,Lvl12  799 Pacific Hwy,082-287
https://www.thebsbnumbers.com/national-australia-bank/page/3/,137,National Australia Bank,NSW,Chatswood,CT 2627 Sydney North Business Ctr,Level 12 Tower B  799 Pacific Hwy,082-410
https://www.thebsbnumbers.com/national-australia-bank/page/3/,,,,,,,
https://www.thebsbnumbers.com/national-australia-bank/page/3/,138,National Australia Bank,NSW,Chatswood,CT Chatswood - 451 Victoria Ave,451 Victoria Ave,082-164
https://www.thebsbnumbers.com/national-australia-bank/page/3/,139,National Australia Bank,NSW,Chatswood,Northern District BBC,Level 13 Tower B  799 Pacific Hwy,082-161
https://www.thebsbnumbers.com/national-australia-bank/page/3/,140,National Australia Bank,NSW,Chatswood,Northern District BBC1,Level 13 Tower B  799 Pacific Hwy,082-665
https://www.thebsbnumbers.com/national-australia-bank/page/3/,141,National Australia Bank,NSW,Chatswood,Northern District BBC2,Level 13 Tower B  799 Pacific Hwy,082-667
https://www.thebsbnumbers.com/national-australia-bank/page/3/,142,National Australia Bank,NSW,Chatswood,Northern District BBC3,Level 13 Tower B  799 Pacific Hwy,082-668
https://www.thebsbnumbers.com/national-australia-bank/page/3/,143,National Australia Bank,NSW,Chester Hill,Chester Hill,Shop 14-16 Chester Square,082-141
https://www.thebsbnumbers.com/national-australia-bank/page/3/,144,National Australia Bank,NSW,Chippendale,University of Sydney,174 City Road,082-372
https://www.thebsbnumbers.com/national-australia-bank/page/3/,145,National Australia Bank,NSW,Cobar,Cobar,50 Marshall Street,082-515
https://www.thebsbnumbers.com/national-australia-bank/page/3/,146,National Australia Bank,NSW,Coffs Harbour,Coffs Harbour,42 Harbour Drive,082-551
https://www.thebsbnumbers.com/national-australia-bank/page/3/,147,National Australia Bank,NSW,Coffs Harbour,Coffs Harbour BBC,Level 1  30 Gordon St,082-552
https://www.thebsbnumbers.com/national-australia-bank/page/3/,148,National Australia Bank,NSW,Coffs Harbour,Coffs Harbour BBC1,Level 1  30 Gordon St,082-655
https://www.thebsbnumbers.com/national-australia-bank/page/3/,149,National Australia Bank,NSW,Coffs Harbour,Coffs Harbour BBC2,Level 1  30 Gordon St,082-657
https://www.thebsbnumbers.com/national-australia-bank/page/3/,150,National Australia Bank,NSW,Coffs Harbour,Park Beach Plaza Coffs Harbour,42 Harbour Drive,082-783
https://www.thebsbnumbers.com/national-australia-bank/page/4/,,,,,,,
https://www.thebsbnumbers.com/national-australia-bank/page/4/,151,National Australia Bank,NSW,Condobolin,Condobolin,51 Bathurst Street,082-521
https://www.thebsbnumbers.com/national-australia-bank/page/4/,152,National Australia Bank,NSW,Coolamon,CT 2811 Coolamon Agency,120 Cowabbie St,082-524
https://www.thebsbnumbers.com/national-australia-bank/page/4/,153,National Australia Bank,NSW,Cooma,Cooma,160 Sharp Street,082-535
https://www.thebsbnumbers.com/national-australia-bank/page/4/,154,National Australia Bank,NSW,Coonabarabran,Coonabarabran,45 Dalgarno Street,082-530
https://www.thebsbnumbers.com/national-australia-bank/page/4/,155,National Australia Bank,NSW,Coonamble,Coonamble,68 Castlereagh Street,082-533
https://www.thebsbnumbers.com/national-australia-bank/page/4/,156,National Australia Bank,NSW,Cootamundra,Cootamundra,88 Wallendoon Street,082-536
https://www.thebsbnumbers.com/national-australia-bank/page/4/,157,National Australia Bank,NSW,Corowa,Corowa,Cnr Sanger & Church Streets,082-559
https://www.thebsbnumbers.com/national-australia-bank/page/4/,158,National Australia Bank,NSW,Corrimal,Corrimal,237 Princes Highway,082-566
https://www.thebsbnumbers.com/national-australia-bank/page/4/,159,National Australia Bank,NSW,Cowra,Cowra,117 Kendal Street,082-534
https://www.thebsbnumbers.com/national-australia-bank/page/4/,160,National Australia Bank,NSW,Cronulla,Cronulla,78 Cronulla Street,082-180
https://www.thebsbnumbers.com/national-australia-bank/page/4/,161,National Australia Bank,NSW,Crows Nest,Crows Nest,32 Willoughby Road,082-212
https://www.thebsbnumbers.com/national-australia-bank/page/4/,162,National Australia Bank,NSW,Culcairn,Culcairn,31 Balfour Street,082-548
https://www.thebsbnumbers.com/national-australia-bank/page/4/,163,National Australia Bank,NSW,Dapto,Dapto,Sh G107 Dapto Mall  Cnr Princes Hwy,082-471
https://www.thebsbnumbers.com/national-australia-bank/page/4/,,,,,,,
https://www.thebsbnumbers.com/national-australia-bank/page/4/,164,National Australia Bank,NSW,Darlinghurst,CT 2088 Paddington,57 Oxford St,082-322
https://www.thebsbnumbers.com/national-australia-bank/page/4/,165,National Australia Bank,NSW,Darlinghurst,Oxford Square,55 Oxford Street,082-088
https://www.thebsbnumbers.com/national-australia-bank/page/4/,166,National Australia Bank,NSW,Darlinghurst,StVincents&Mater Health Sydney Ltd,Lvl4 Delacy Bld 390-406 Victoria St,082-159
https://www.thebsbnumbers.com/national-australia-bank/page/4/,167,National Australia Bank,NSW,Dee Why,CT 2146 Dee Why,892 Pittwater Road,082-183
https://www.thebsbnumbers.com/national-australia-bank/page/4/,168,National Australia Bank,NSW,Dee Why,Northern Beaches BBC,Level 1  818 Pittwater Road,082-147
https://www.thebsbnumbers.com/national-australia-bank/page/4/,169,National Australia Bank,NSW,Dee Why,Northern Beaches BBC1,Level 1 818 Pittwater Road,082-683
https://www.thebsbnumbers.com/national-australia-bank/page/4/,170,National Australia Bank,NSW,Dee Why,Northern Beaches BBC2,Level 1 818 Pittwater Road,082-688
https://www.thebsbnumbers.com/national-australia-bank/page/4/,171,National Australia Bank,NSW,Deniliquin,Deniliquin,269-271 Cressy Street,082-572
https://www.thebsbnumbers.com/national-australia-bank/page/4/,172,National Australia Bank,NSW,Deniliquin,Deniliquin Agribusiness Centre,35 Napier St,082-830
https://www.thebsbnumbers.com/national-australia-bank/page/4/,173,National Australia Bank,NSW,Deniliquin,Deniliquin BBC,269-271 Cressy Street,082-571
https://www.thebsbnumbers.com/national-australia-bank/page/4/,174,National Australia Bank,NSW,Dorrigo,Dorrigo,49 Hickory Street,082-561
https://www.thebsbnumbers.com/national-australia-bank/page/4/,175,National Australia Bank,NSW,Double Bay,CT 2115 Double Bay BBC,Level 3  53 Cross St,082-189
https://www.thebsbnumbers.com/national-australia-bank/page/4/,176,National Australia Bank,NSW,Double Bay,Double Bay,"Shop L5/L6, 451 New South Head Road",082-187
